collected_at,hpid,dutyName,hvidate,hvec,hv2,hv3,hvoc,hvncc,hvgc,hvctayn,hvmriayn,hvangioayn,hvventiayn,hvamyn,hvs01
2026-09-14 02:59:33,A1100043,강동경희대학교병원,20260914025516,11,,,17,1,207,Y,Y,Y,Y,Y,15
2026-09-14 02:59:33,A1100014,고려대학교의과대학부속구로병원,20260914025506,3,0,1,24,0,41,Y,Y,Y,Y,Y,29
2026-09-14 02:59:33,A1100013,한양대학교병원,20260914025259,15,1,,16,1,244,Y,Y,Y,Y,Y,20
2026-09-14 02:59:33,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),20260914025518,21,1,4,25,2,102,Y,Y,Y,Y,Y,30
2026-09-14 02:59:33,A1100005,이화여자대학교의과대학부속목동병원,20260914025037,8,0,2,13,10,76,Y,Y,Y,Y,Y,19
2026-09-14 02:59:33,A1100017,서울대학교병원,20260914025500,-1,2,9,53,4,182,Y,Y,Y,Y,Y,24
2026-09-14 02:59:33,A1100035,서울특별시서울의료원,20260914025500,17,3,,10,2,116,Y,Y,Y,Y,Y,19
2026-09-14 02:59:33,A1100015,연세대학교의과대학강남세브란스병원,20260914025304,5,,,23,3,122,Y,Y,Y,Y,Y,21
2026-09-14 02:59:33,A1100010,삼성서울병원,20260914025315,2,4,10,45,1,215,Y,Y,Y,Y,Y,52
2026-09-14 02:59:33,A1100028,성심의료재단강동성심병원,20260914025434,9,1,,13,2,183,Y,Y,Y,Y,Y,15
2026-09-14 02:59:33,A1100053,한국보훈복지의료공단 중앙보훈병원,20260914025039,15,4,10,13,,161,Y,Y,Y,Y,Y,22
2026-09-14 02:59:33,A1120796,이화여자대학교의과대학부속서울병원,20260914025046,-3,0,11,19,6,167,Y,Y,Y,Y,Y,14
2026-09-14 02:59:33,A1100041,의료법인서울효천의료재단에이치플러스양지병원,20260914025511,12,,,7,,27,Y,Y,Y,Y,Y,18
2026-09-14 02:59:33,A1100002,건국대학교병원,20260914025325,2,0,9,21,0,227,Y,Y,Y,Y,Y,20
2026-09-14 02:59:33,A1100016,인제대학교상계백병원,20260914025115,11,0,0,13,0,90,Y,Y,Y,Y,Y,16
2026-09-14 02:59:33,A1100048,노원을지대학교병원,20260914025102,13,-1,8,11,0,222,Y,Y,Y,Y,Y,17
2026-09-14 02:59:33,A1100020,의료법인한전의료재단 한일병원,20260914025503,7,,,8,,69,Y,Y,Y,Y,Y,21
2026-09-14 02:59:33,A1100001,경희대학교병원,20260914025441,13,,,16,-1,190,Y,Y,Y,Y,Y,15
2026-09-14 02:59:33,A1100021,삼육서울병원,20260914025056,11,,,5,4,64,Y,Y,Y,Y,Y,13
2026-09-14 02:59:33,A1100040,서울특별시보라매병원,20260914025500,21,2,11,14,1,223,Y,Y,Y,Y,Y,31
2026-09-14 02:59:33,A1100003,중앙대학교병원,20260914025508,17,0,2,16,2,189,Y,Y,Y,Y,Y,22
2026-09-14 02:59:33,A1100007,연세대학교의과대학세브란스병원,20260914025308,3,6,7,3,13,331,Y,Y,Y,Y,Y,39
2026-09-14 02:59:33,A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,20260914025511,-2,7,15,32,15,177,Y,Y,Y,Y,Y,28
2026-09-14 02:59:33,A1100009,재단법인아산사회복지재단서울아산병원,20260914025515,3,1,10,3,20,203,Y,Y,Y,Y,Y,36
2026-09-14 02:59:33,A1100011,가톨릭대학교여의도성모병원,20260914025510,11,-1,1,13,,69,Y,Y,Y,Y,Y,15
2026-09-14 02:59:33,A1100055,한림대학교강남성심병원,20260914025340,18,3,3,14,0,182,Y,Y,Y,Y,Y,20
2026-09-14 02:59:33,A1100054,성애의료재단성애병원,20260914025505,12,,,5,1,64,Y,Y,Y,Y,Y,15
2026-09-14 02:59:33,A1100004,순천향대학교부속서울병원,20260914025425,12,,,14,-1,154,Y,Y,Y,Y,Y,20
2026-09-14 02:59:33,A1121013,가톨릭대학교은평성모병원,20260914025509,8,0,0,19,6,219,Y,Y,Y,Y,Y,24
2026-09-14 02:59:33,A1100006,강북삼성병원,20260914025531,7,,1,16,1,123,Y,Y,Y,Y,Y,15
2026-09-14 02:59:33,A1100052,국립중앙의료원,20260914025504,9,,0,7,,0,Y,Y,Y,Y,Y,15
2026-09-14 02:59:33,A1100036,부민병원,20260914025159,9,,,8,,61,Y,Y,Y,Y,Y,10
2026-09-14 02:59:33,A1100051,혜민병원,20260914025116,8,,,5,,21,Y,Y,N1,Y,Y,9
2026-09-14 02:59:33,A1100026,구로성심병원,20260914025448,7,,,3,,37,Y,Y,N1,Y,Y,9
2026-09-14 02:59:33,A1100049,희명병원,20260914025238,9,,,4,,124,Y,Y,N1,Y,Y,10
2026-09-14 02:59:33,A1100027,한국원자력의학원원자력병원,20260914025505,7,,,10,,245,Y,Y,Y,Y,Y,9
2026-09-14 02:59:33,A1100022,서울특별시동부병원,20260914025520,7,,,3,,30,Y,Y,N1,Y,Y,8
2026-09-14 02:59:33,A1100050,서울성심병원,20260914025332,14,,,6,,66,Y,Y,N1,Y,Y,17
2026-09-14 02:59:33,A1100025,의료법인동신의료재단동신병원,20260914025242,9,,,3,,39,Y,Y,N1,Y,Y,9
2026-09-14 02:59:33,A1122033,기쁨병원,20260914025523,3,,,8,,70,Y,Y,Y,Y,Y,4
2026-09-14 02:59:33,A1100039,경찰병원,20260914025502,3,,,7,,132,Y,Y,N1,Y,Y,3
2026-09-14 02:59:33,A1100019,홍익병원,20260914025353,5,,,4,,69,Y,Y,Y,Y,Y,9
2026-09-14 02:59:33,A1100223,서울특별시서남병원,20260914025000,17,,,4,,37,Y,Y,N1,Y,Y,17
2026-09-14 02:59:33,A1100024,명지성모병원,20260914025658,5,,,3,,109,Y,Y,Y,Y,Y,8
2026-09-14 02:59:33,A1100037,대림성모병원,20260914025116,8,,,4,,40,Y,Y,N1,Y,Y,8
2026-09-14 02:59:33,A1100045,씨엠병원,20260914024500,9,,,5,,41,Y,Y,N1,Y,Y,9
