collected_at,hpid,dutyName,hvidate,hvec,hv2,hv3,hvoc,hvncc,hvgc,hvctayn,hvmriayn,hvangioayn,hvventiayn,hvamyn,hvs01
2026-06-21 00:05:29,A1100043,강동경희대학교병원,20260621000015,3,,,17,4,232,Y,Y,Y,Y,Y,15
2026-06-21 00:05:29,A1100014,고려대학교의과대학부속구로병원,20260620235847,5,0,4,23,1,156,Y,Y,Y,Y,Y,29
2026-06-21 00:05:29,A1100013,한양대학교병원,20260620235801,7,5,5,16,2,286,Y,Y,Y,Y,Y,20
2026-06-21 00:05:29,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),20260620235849,13,1,4,25,-3,211,Y,Y,Y,Y,Y,30
2026-06-21 00:05:29,A1100005,이화여자대학교의과대학부속목동병원,20260621000012,4,0,6,13,11,104,Y,Y,Y,Y,Y,19
2026-06-21 00:05:29,A1100017,서울대학교병원,20260620235957,-3,0,7,53,5,336,Y,Y,Y,Y,Y,24
2026-06-21 00:05:29,A1100035,서울특별시서울의료원,20260621000000,7,0,,10,3,105,Y,Y,Y,Y,Y,19
2026-06-21 00:05:29,A1100015,연세대학교의과대학강남세브란스병원,20260620235742,3,,,23,1,166,Y,Y,Y,Y,Y,21
2026-06-21 00:05:29,A1100010,삼성서울병원,20260621000001,-2,13,16,52,6,346,Y,Y,Y,Y,Y,52
2026-06-21 00:05:29,A1100028,성심의료재단강동성심병원,20260620235922,7,3,,13,2,222,Y,Y,Y,Y,Y,15
2026-06-21 00:05:29,A1100053,한국보훈복지의료공단중앙보훈병원,20260620235723,19,9,7,14,,175,Y,Y,Y,Y,Y,22
2026-06-21 00:05:29,A1120796,이화여자대학교의과대학부속서울병원,20260620235607,3,0,7,19,2,190,Y,Y,Y,Y,Y,14
2026-06-21 00:05:29,A1100041,의료법인서울효천의료재단에이치플러스양지병원,20260621000010,7,,,7,,50,Y,Y,Y,Y,Y,18
2026-06-21 00:05:29,A1100002,건국대학교병원,20260620235803,11,12,13,21,-1,254,Y,Y,Y,Y,Y,20
2026-06-21 00:05:29,A1100016,인제대학교상계백병원,20260620235707,11,1,1,13,6,110,Y,Y,Y,Y,Y,16
2026-06-21 00:05:29,A1100048,노원을지대학교병원,20260620235602,14,8,8,11,3,239,Y,Y,Y,Y,Y,17
2026-06-21 00:05:29,A1100020,의료법인한전의료재단한일병원,20260621000004,3,,,8,,84,Y,Y,Y,Y,Y,21
2026-06-21 00:05:29,A1100001,경희대학교병원,20260620235925,9,,,16,1,253,Y,Y,Y,Y,Y,15
2026-06-21 00:05:29,A1100021,삼육서울병원,20260620235943,11,,,5,4,83,Y,Y,Y,Y,Y,13
2026-06-21 00:05:29,A1100040,서울특별시보라매병원,20260621000000,20,7,12,14,3,272,Y,Y,Y,Y,Y,31
2026-06-21 00:05:29,A1100003,중앙대학교병원,20260621000009,6,3,3,16,0,222,Y,Y,Y,Y,Y,18
2026-06-21 00:05:29,A1100007,연세대학교의과대학세브란스병원,20260620235910,12,2,11,2,11,491,Y,Y,Y,Y,Y,39
2026-06-21 00:05:29,A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,20260621000012,7,9,15,32,7,317,Y,Y,Y,Y,Y,28
