collected_at,hpid,dutyName,hvidate,hvec,hv2,hv3,hvoc,hvncc,hvgc,hvctayn,hvmriayn,hvangioayn,hvventiayn,hvamyn,hvs01
2026-06-18 01:13:56,A1100043,강동경희대학교병원,20260618011020,6,,,17,5,125,Y,Y,Y,Y,Y,15
2026-06-18 01:13:56,A1100014,고려대학교의과대학부속구로병원,20260618010803,8,1,3,24,0,11,Y,Y,Y,Y,Y,29
2026-06-18 01:13:56,A1100013,한양대학교병원,20260618010801,16,1,3,16,3,117,Y,Y,Y,Y,Y,20
2026-06-18 01:13:56,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),20260618010908,14,0,2,24,2,24,Y,Y,Y,Y,Y,30
2026-06-18 01:13:56,A1100005,이화여자대학교의과대학부속목동병원,20260618011009,9,0,4,12,8,23,Y,Y,Y,Y,Y,19
2026-06-18 01:13:56,A1100017,서울대학교병원,20260618010946,-4,1,3,53,4,57,Y,Y,Y,Y,Y,24
2026-06-18 01:13:56,A1100035,서울특별시서울의료원,20260618010500,7,0,,10,3,101,Y,Y,Y,Y,Y,19
2026-06-18 01:13:56,A1100015,연세대학교의과대학강남세브란스병원,20260618010703,2,,,23,5,33,Y,Y,Y,Y,Y,21
2026-06-18 01:13:56,A1100010,삼성서울병원,20260618010858,-12,7,6,52,4,49,Y,Y,Y,Y,Y,52
2026-06-18 01:13:56,A1100028,성심의료재단강동성심병원,20260618010706,10,1,,13,2,124,Y,Y,Y,Y,Y,15
2026-06-18 01:13:56,A1100053,한국보훈복지의료공단중앙보훈병원,20260618010716,17,7,4,14,,124,Y,Y,Y,Y,Y,22
2026-06-18 01:13:56,A1120796,이화여자대학교의과대학부속서울병원,20260618010604,3,1,8,19,2,29,Y,Y,Y,Y,Y,14
2026-06-18 01:13:56,A1100041,의료법인서울효천의료재단에이치플러스양지병원,20260618011014,6,,,7,,44,Y,Y,Y,Y,Y,18
2026-06-18 01:13:56,A1100002,건국대학교병원,20260618010810,8,5,11,21,0,86,Y,Y,Y,Y,Y,20
2026-06-18 01:13:56,A1100016,인제대학교상계백병원,20260618010814,14,0,0,12,8,32,Y,Y,Y,Y,Y,16
2026-06-18 01:13:56,A1100048,노원을지대학교병원,20260618010602,15,7,6,11,0,182,Y,Y,Y,Y,Y,17
