collected_at,hpid,dutyName,hvidate,hvec,hv2,hv3,hvoc,hvncc,hvgc,hvctayn,hvmriayn,hvangioayn,hvventiayn,hvamyn,hvs01
2026-06-24 01:33:53,A1100043,강동경희대학교병원,20260624013024,2,,,17,6,151,Y,Y,Y,Y,Y,15
2026-06-24 01:33:53,A1100014,고려대학교의과대학부속구로병원,20260624012525,13,1,0,24,1,8,Y,Y,Y,Y,Y,29
2026-06-24 01:33:53,A1100013,한양대학교병원,20260624012801,16,1,3,16,3,125,Y,Y,Y,Y,Y,20
2026-06-24 01:33:53,A1100008,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),20260624012914,17,1,4,25,-1,31,Y,Y,Y,Y,Y,30
2026-06-24 01:33:53,A1100005,이화여자대학교의과대학부속목동병원,20260624013015,6,0,4,13,13,31,Y,Y,Y,Y,Y,19
2026-06-24 01:33:53,A1100017,서울대학교병원,20260624013008,-6,0,5,53,4,70,Y,Y,Y,Y,Y,24
2026-06-24 01:33:53,A1100035,서울특별시서울의료원,20260624013000,12,0,,10,2,97,Y,Y,Y,Y,Y,19
2026-06-24 01:33:53,A1100015,연세대학교의과대학강남세브란스병원,20260624012822,6,,,23,1,50,Y,Y,Y,Y,Y,21
2026-06-24 01:33:53,A1100010,삼성서울병원,20260624012842,-28,6,6,52,-1,49,Y,Y,Y,Y,Y,52
2026-06-24 01:33:53,A1100028,성심의료재단강동성심병원,20260624013035,11,0,,13,2,138,Y,Y,Y,Y,Y,15
2026-06-24 01:33:53,A1100053,한국보훈복지의료공단중앙보훈병원,20260624012730,17,6,4,14,,96,Y,Y,Y,Y,Y,22
2026-06-24 01:33:53,A1120796,이화여자대학교의과대학부속서울병원,20260624012611,1,1,8,19,1,51,Y,Y,Y,Y,Y,14
2026-06-24 01:33:53,A1100041,의료법인서울효천의료재단에이치플러스양지병원,20260624013014,9,,,7,,26,Y,Y,Y,Y,Y,18
2026-06-24 01:33:53,A1100002,건국대학교병원,20260624012757,8,7,9,21,1,79,Y,Y,Y,Y,Y,20
2026-06-24 01:33:53,A1100016,인제대학교상계백병원,20260624012734,10,0,2,13,2,44,Y,Y,Y,Y,Y,16
2026-06-24 01:33:53,A1100048,노원을지대학교병원,20260624012602,16,4,5,11,3,171,Y,Y,Y,Y,Y,17
2026-06-24 01:33:53,A1100020,의료법인한전의료재단한일병원,20260624013003,17,,,8,,55,Y,Y,Y,Y,Y,21
2026-06-24 01:33:53,A1100001,경희대학교병원,20260624012935,9,,,16,1,133,Y,Y,Y,Y,Y,15
2026-06-24 01:33:53,A1100021,삼육서울병원,20260624012538,10,,,5,4,45,Y,Y,Y,Y,Y,13
2026-06-24 01:33:53,A1100040,서울특별시보라매병원,20260624013000,18,5,10,14,2,128,Y,Y,Y,Y,Y,31
2026-06-24 01:33:53,A1100003,중앙대학교병원,20260624013010,8,2,0,16,0,128,Y,Y,Y,Y,Y,18
2026-06-24 01:33:53,A1100007,연세대학교의과대학세브란스병원,20260624012801,3,3,6,3,12,122,Y,Y,Y,Y,Y,39
2026-06-24 01:33:53,A1100012,학교법인가톨릭학원가톨릭대학교서울성모병원,20260624013015,-1,9,15,32,4,67,Y,Y,Y,Y,Y,28
2026-06-24 01:33:53,A1100009,재단법인아산사회복지재단서울아산병원,20260624012815,-3,2,4,4,12,87,Y,Y,Y,Y,Y,36
2026-06-24 01:33:53,A1100011,가톨릭대학교여의도성모병원,20260624013015,11,-1,0,13,,10,Y,Y,Y,Y,Y,15
2026-06-24 01:33:53,A1100055,한림대학교강남성심병원,20260624012722,14,4,2,14,1,91,Y,Y,Y,Y,Y,20
2026-06-24 01:33:53,A1100054,성애의료재단성애병원,20260624012806,13,,,5,4,25,Y,Y,Y,Y,Y,15
2026-06-24 01:33:53,A1100004,순천향대학교부속서울병원,20260624013033,10,,,14,-2,107,Y,Y,Y,Y,Y,20
2026-06-24 01:33:53,A1121013,가톨릭대학교은평성모병원,20260624013018,12,0,-1,19,8,127,Y,Y,Y,Y,Y,24
2026-06-24 01:33:53,A1100006,강북삼성병원,20260624013028,6,,0,16,2,14,Y,Y,Y,Y,Y,15
2026-06-24 01:33:53,A1100052,국립중앙의료원,20260624012805,8,,0,7,,0,Y,Y,Y,Y,Y,15
2026-06-24 01:33:53,A1100036,부민병원,20260624012641,7,,,8,,16,Y,Y,Y,Y,Y,10
2026-06-24 01:33:53,A1100051,혜민병원,20260624013034,8,,,5,,6,Y,Y,N1,Y,Y,9
2026-06-24 01:33:53,A1100026,구로성심병원,20260624012915,9,,,3,,44,Y,Y,N1,Y,Y,9
2026-06-24 01:33:53,A1100049,희명병원,20260624013036,10,,,4,,119,Y,Y,N1,Y,Y,10
2026-06-24 01:33:53,A1100027,한국원자력의학원원자력병원,20260624012933,8,,,10,,158,Y,Y,Y,Y,Y,9
2026-06-24 01:33:53,A1100022,서울특별시동부병원,20260624013020,8,,,3,,39,Y,Y,N1,Y,Y,8
2026-06-24 01:33:53,A1100050,서울성심병원,20260624012753,16,,,6,,82,Y,Y,N1,Y,Y,17
2026-06-24 01:33:53,A1100025,의료법인동신의료재단동신병원,20260624012859,9,,,3,,49,Y,Y,N,Y,Y,9
2026-06-24 01:33:53,A1122033,기쁨병원,20260624013033,3,,,8,,38,Y,Y,Y,Y,Y,4
2026-06-24 01:33:53,A1100039,경찰병원,20260624013003,3,,,7,,120,Y,Y,N1,Y,Y,3
2026-06-24 01:33:53,A1100019,홍익병원,20260624012755,6,,,4,,59,Y,Y,Y,Y,Y,9
2026-06-24 01:33:53,A1100223,서울특별시서남병원,20260624013000,6,,,4,,38,Y,Y,N1,Y,Y,6
2026-06-24 01:33:53,A1100024,명지성모병원,20260624012857,8,,,3,,59,Y,Y,Y,Y,Y,8
2026-06-24 01:33:53,A1100037,대림성모병원,20260624013034,5,,,4,,26,Y,Y,N1,Y,Y,8
2026-06-24 01:33:53,A1100045,씨엠병원,20260624011500,9,,,5,,53,N1,N1,N1,N1,Y,10
2026-06-24 01:33:53,A1100023,의료법인청구성심병원,20260624012833,9,,,3,,22,Y,Y,N1,Y,Y,10
2026-06-24 01:33:53,A1100029,서울적십자병원,20260624012846,9,,,6,,80,Y,Y,N1,Y,Y,10
2026-06-24 01:33:53,A1100032,세란병원,20260624013014,10,,,13,,5,Y,Y,N1,Y,Y,10
2026-06-24 01:33:53,A1100075,의료법인풍산의료재단동부제일병원,20260624012517,7,,,2,,40,Y,N,N1,Y,Y,7
2026-06-24 01:33:53,A1100044,녹색병원,20260624013000,4,,,3,,86,Y,Y,N1,Y,Y,5
